時間,位置,速度
0.34800000000000025,-0.6658494832972902,-1.838852165657127
0.34900000000000025,-0.6676750184732814,-1.8255351759911813
0.35000000000000026,-0.6694872001489031,-1.8121816756217157
0.35100000000000026,-0.6712859920805218,-1.7987919316187377
0.35200000000000026,-0.6730713582922989,-1.7853662117771274
0.35300000000000026,-0.6748432630769102,-1.7719047846112814
0.35400000000000026,-0.67660167099626,-1.7584079193497433
0.35500000000000026,-0.6783465468821899,-1.7448758859298181
0.35600000000000026,-0.680077855837182,-1.7313089549921743
0.35700000000000026,-0.6817955632350575,-1.7177073978754307
0.35800000000000026,-0.6834996347216683,-1.7040714866107296
0.35900000000000026,-0.6851900362155846,-1.6904014939162961
0.36000000000000026,-0.6868667339087766,-1.6766976931919844
0.36100000000000027,-0.6885296942672904,-1.6629603585138089
0.36200000000000027,-0.6901788840319188,-1.649189764628463
0.36300000000000027,-0.6918142702188667,-1.6353861869478246
0.36400000000000027,-0.69343582012041,-1.6215499015434471
0.36500000000000027,-0.695043501305551,-1.6076811851410389
0.36600000000000027,-0.696637281620666,-1.593780315114928
0.36700000000000027,-0.6982171291901484,-1.5798475694825145
0.36800000000000027,-0.6997830124170471,-1.5658832268987115
0.36900000000000027,-0.7013348999836975,-1.5518875666503706
0.3700000000000003,-0.7028727608523482,-1.5378608686506967
0.3710000000000003,-0.7043965642657818,-1.5238034134336498
0.3720000000000003,-0.7059062797479301,-1.509715482148334
0.3730000000000003,-0.7074018771044834,-1.4955973565533756
0.3740000000000003,-0.7088833264234947,-1.4814493190112858
0.3750000000000003,-0.7103505980759776,-1.467271652482816
0.3760000000000003,-0.7118036627164989,-1.4530646405212964
0.3770000000000003,-0.7132424912837658,-1.4388285672669663
0.3780000000000003,-0.7146670550012071,-1.424563717441291
0.3790000000000003,-0.7160773253775483,-1.410270376341267
0.3800000000000003,-0.717473274207382,-1.395948829833716
0.3810000000000003,-0.7188548735717316,-1.3815993643495683
0.3820000000000003,-0.7202220958386097,-1.3672222668781338
0.3830000000000003,-0.7215749136635711,-1.3528178249613616
0.3840000000000003,-0.7229132999902592,-1.3383863266880902
0.3850000000000003,-0.7242372280509475,-1.323928060688285
0.3860000000000003,-0.7255466713670747,-1.309443316127266
0.3870000000000003,-0.7268416037497747,-1.2949323826999246
0.3880000000000003,-0.7281219993003997,-1.2803955506249292
0.3890000000000003,-0.7293878324110386,-1.2658331106389211
0.3900000000000003,-0.7306390777650292,-1.2512453539907002
0.3910000000000003,-0.7318757103374647,-1.2366325724353997
0.3920000000000003,-0.7330977053956933,-1.2219950582286505
0.3930000000000003,-0.734305038499814,-1.2073331041207367
0.3940000000000003,-0.7354976855031647,-1.1926470033507404
0.3950000000000003,-0.7366756225528054,-1.1779370496406771
0.3960000000000003,-0.737838826089995,-1.163203537189621
0.3970000000000003,-0.7389872728506628,-1.148446760667821
0.3980000000000003,-0.7401209398658736,-1.1336670152108077
0.3990000000000003,-0.7412398044622871,-1.1188645964134902
0.4000000000000003,-0.7423438442626114,-1.1040398003242444
0.4010000000000003,-0.7434330371860504,-1.089192923438992
0.4020000000000003,-0.7445073614487456,-1.0743242626952711
0.4030000000000003,-0.7455667955642119,-1.0594341154662963
0.4040000000000003,-0.7466113183437669,-1.044522779555012
0.4050000000000003,-0.7476409088969551,-1.0295905531881366
0.4060000000000003,-0.7486555466319653,-1.0146377350101976
0.4070000000000003,-0.7496552112560428,-0.9996646240775583
0.4080000000000003,-0.7506398827758953,-0.9846715198524374
0.4090000000000003,-0.7516095414980922,-0.9696587221969195
0.4100000000000003,-0.7525641680294591,-0.9546265313669576
0.4110000000000003,-0.7535037432774655,-0.9395752480063685
0.4120000000000003,-0.7544282484506063,-0.9245051731408191
0.4130000000000003,-0.7553376650587781,-0.909416608171807
0.4140000000000003,-0.7562319749136487,-0.8943098548706314
0.4150000000000003,-0.757111160129021,-0.8791852153723585
0.4160000000000003,-0.7579752031211908,-0.8640429921697781
0.4170000000000003,-0.7588240866092981,-0.8488834881073543
0.4180000000000003,-0.7596577936156733,-0.8337070063751683
0.4190000000000003,-0.7604763074661761,-0.8185138505028547
0.4200000000000003,-0.7612796117905296,-0.8033043243535313
0.4210000000000003,-0.7620676905226473,-0.7880787321177207
0.4220000000000003,-0.7628405279009546,-0.7728373783072677
0.4230000000000003,-0.7635981084687038,-0.7575805677492486
0.4240000000000003,-0.7643404170742837,-0.7423086055798745
0.4250000000000003,-0.7650674388715221,-0.7270217972383889
0.4260000000000003,-0.765779159319983,-0.7117204484609585
0.4270000000000003,-0.7664755641852575,-0.6964048652745588
0.4280000000000003,-0.7671566395392484,-0.6810753539908536
0.4290000000000003,-0.7678223717604484,-0.6657322212000687
0.4300000000000003,-0.7684727475342132,-0.6503757737648598
0.4310000000000003,-0.7691077538530274,-0.6350063188141755
0.43200000000000033,-0.7697273780167645,-0.6196241637371149
0.43300000000000033,-0.7703316076329413,-0.6042296161767796
0.43400000000000033,-0.7709204306169654,-0.5888229840241208
0.43500000000000033,-0.7714938351923771,-0.5734045754117815
0.43600000000000033,-0.772051809891085,-0.5579746987079339
0.43700000000000033,-0.7725943435535951,-0.5425336625101123
0.43800000000000033,-0.7731214253292342,-0.5270817756390404
0.43900000000000033,-0.7736330446763667,-0.5116193471324557
0.44000000000000034,-0.7741291913626056,-0.4961466862389284
0.44100000000000034,-0.7746098554650173,-0.4806641024116763
0.44200000000000034,-0.7750750273703196,-0.46517190530237595
0.44300000000000034,-0.7755246977750746,-0.44967040475496955
0.44400000000000034,-0.775958857685874,-0.4341599107994681
0.44500000000000034,-0.7763774984195198,-0.4186407336457506
0.44600000000000034,-0.7767806116031971,-0.4031131836773602
0.44700000000000034,-0.7771681891746424,-0.38757757144529625
0.44800000000000034,-0.7775402233823042,-0.3720342076618034
0.44900000000000034,-0.7778967067854984,-0.35648340319415733
0.45000000000000034,-0.7782376322545568,-0.34092546905844734
0.45100000000000035,-0.7785629929709701,-0.3253607164133562
0.45200000000000035,-0.778872782427524,-0.30978945655393675
0.45300000000000035,-0.7791669944284294,-0.2942120009053863
0.45400000000000035,-0.7794456230894462,-0.2786286610168177
0.45500000000000035,-0.7797086628380012,-0.26303974855502876
0.45600000000000035,-0.7799561084132995,-0.24744557529826874
0.45700000000000035,-0.7801879548664296,-0.23184645313000274
0.45800000000000035,-0.7804041975604622,-0.21624269403267415
0.45900000000000035,-0.7806048321705437,-0.2006346100814649
0.46000000000000035,-0.7807898546839818,-0.18502251343805404
0.46100000000000035,-0.7809592614003261,-0.1694067163443744
0.46200000000000035,-0.7811130489314425,-0.1537875311163679
0.46300000000000036,-0.7812512142015803,-0.13816527013773905
0.46400000000000036,-0.781373754447434,-0.12254024585370744
0.46500000000000036,-0.7814806672181988,-0.10691277076475876
0.46600000000000036,-0.7815719503756191,-0.09128315742039478
0.46700000000000036,-0.781647602094032,-0.0756517184128824
0.46800000000000036,-0.7817076208604029,-0.06001876637100176
0.46900000000000036,-0.7817520054743567,-0.0443846139537937
0.47000000000000036,-0.7817807550482011,-0.028749573844306563
0.47100000000000036,-0.7817938690069445,-0.013113958743342539
0.47200000000000036,-0.7817913470883077,0.0025219186367963532
0.47300000000000036,-0.7817731893427291,0.018157745578562506
0.47400000000000037,-0.7817393961333637,0.03379320936541709
0.47500000000000037,-0.7816899681360756,0.04942799728808436
0.47600000000000037,-0.7816249063394248,0.06506179665080587
0.47700000000000037,-0.7815442120446472,0.08069429477759438
0.47800000000000037,-0.7814478868656287,0.09632517901848732
0.47900000000000037,-0.7813359327288729,0.11195413675579989
0.48000000000000037,-0.7812083518734625,0.12758085541037734
0.48100000000000037,-0.7810651468510147,0.14320502244784658
0.4820000000000004,-0.7809063205256298,0.15882632538486688
0.4830000000000004,-0.7807318760738344,0.17444445179537948
0.4840000000000004,-0.7805418169845175,0.19005908931685617
0.4850000000000004,-0.780336147058861,0.20566992565654652
0.4860000000000004,-0.7801148704102633,0.22127664859772372
0.4870000000000004,-0.7798779914642574,0.236878946005929
0.4880000000000004,-0.7796255149584221,0.25247650583521414
0.4890000000000004,-0.7793574459422877,0.26806901613438255
0.4900000000000004,-0.7790737897772345,0.2836561650532283
0.4910000000000004,-0.7787745521363857,0.299237640848773
0.4920000000000004,-0.7784597390044942,0.31481313189150073
0.4930000000000004,-0.7781293566778226,0.3303823266715906
0.4940000000000004,-0.7777834117640174,0.3459449138051471
0.4950000000000004,-0.777421911181977,0.36150058204042745
